,0,1,2,3,4,5
5093,"['r7', 'k11', 's7', 'k9', 'r14', 'k12', 's11', 'h9']","['r12', 's13', 'k10', 'h14', 'h7', 'h10', 's8', 'r10']","['h12', 'k8', 's12', 'k13', 'r13', 's14', 'r9', 'r8']","['s9', 'h11', 'h13', 'r11', 'k14', 's10', 'h8', 'k7']",k,4
5094,"['s7', 's10', 'k8', 's13', 's14', 's8', 'k10', 'r12']","['s11', 'r13', 'r8', 'r14', 'r10', 'h8', 'r9', 'k11']","['r11', 'h9', 'h10', 'r7', 'k14', 'k7', 'h13', 'h14']","['k13', 's9', 'h12', 'k9', 'h7', 'h11', 'k12', 's12']",r,1
5095,"['s10', 'k14', 'h9', 's8', 'r13', 'k9', 'h10', 'r8']","['k7', 'h12', 'r9', 'k11', 's12', 'k8', 's11', 'h13']","['s9', 's7', 'r12', 'h11', 's13', 'r11', 'k10', 'r7']","['r10', 's14', 'h8', 'h14', 'h7', 'k12', 'r14', 'k13']",k,4
5096,"['s13', 's14', 'k9', 'r9', 'r14', 'h8', 'k11', 'h7']","['h14', 'r7', 'h9', 'h11', 'r11', 'r12', 'k12', 's11']","['k8', 's10', 'r8', 's7', 'k14', 'k13', 's8', 'k10']","['h12', 'h10', 'r10', 'k7', 'h13', 'r13', 's12', 's9']",k,0
5097,"['s9', 'r13', 's14', 'h8', 'k10', 's8', 'r7', 'h11']","['h7', 'r10', 'r14', 'h14', 's10', 'r11', 's7', 'h12']","['r9', 'k14', 'k8', 'k12', 'h13', 's13', 's11', 's12']","['k13', 'h10', 'k9', 'k11', 'r8', 'h9', 'k7', 'r12']",k,3
5098,"['r8', 'h13', 'h10', 'k14', 'h9', 'r14', 's8', 's12']","['h14', 'k8', 'k13', 'r11', 'k11', 'h8', 's7', 's11']","['s13', 'k7', 'h12', 'r13', 'k9', 'k10', 'r10', 'r12']","['h7', 'h11', 'k12', 's10', 'r9', 's9', 'r7', 's14']",h,0
5099,"['k8', 'h12', 'h11', 's11', 's9', 'r10', 'r13', 's14']","['k12', 'h9', 'h14', 'r9', 'k9', 'h8', 's10', 'h13']","['r7', 'k13', 's8', 's7', 's12', 'k7', 'r8', 'r14']","['k14', 'r12', 'r11', 'k10', 'k11', 'h7', 's13', 'h10']",k,3
5100,"['r8', 'r7', 's11', 's8', 'r14', 'k11', 's13', 'k13']","['k7', 'r9', 's9', 's7', 'h13', 'k12', 'r10', 'h8']","['k10', 's12', 'r12', 'h10', 'r11', 's10', 'k14', 's14']","['h11', 'h9', 'h7', 'h14', 'h12', 'k8', 'r13', 'k9']",h,3
5101,"['h7', 'h14', 's14', 'k12', 'r10', 's7', 's10', 'r9']","['s11', 's13', 'h12', 'r14', 's8', 's12', 'k9', 'r13']","['k14', 'h13', 'h9', 'k8', 'h11', 'r7', 'h8', 'k11']","['k10', 'r11', 'k13', 'r8', 'r12', 'h10', 's9', 'k7']",k,2
5102,"['h7', 'r7', 'r12', 'h12', 'k13', 'h8', 'r13', 'k11']","['k9', 's14', 'r8', 'h13', 's13', 'h11', 'k12', 's10']","['k14', 's7', 'h10', 'h14', 's12', 's9', 'r9', 'r14']","['k7', 'h9', 'k10', 'r10', 'k8', 's8', 'r11', 's11']",r,2
5103,"['k11', 's14', 'h9', 's13', 's8', 's11', 'r12', 'r11']","['k7', 's10', 's7', 's9', 's12', 'k12', 'r9', 'h11']","['r14', 'r10', 'h13', 'k13', 'h8', 'r13', 'k8', 'k9']","['k14', 'h10', 'h12', 'h14', 'h7', 'k10', 'r8', 'r7']",r,2
5104,"['s10', 's11', 'r13', 'k13', 'r12', 's13', 's8', 'h8']","['h14', 'r14', 'k7', 'k10', 'h12', 'k8', 'k14', 'r7']","['r8', 'k11', 'r9', 's14', 'k9', 'h9', 'r11', 'k12']","['h11', 'h10', 's7', 's9', 'r10', 's12', 'h7', 'h13']",h,3
5105,"['r7', 'h8', 'r12', 's10', 'h13', 'h9', 's11', 'k7']","['k13', 'k10', 'r9', 'h12', 'r14', 's7', 'r11', 'k8']","['s9', 'k9', 'k12', 's14', 'k11', 'k14', 'h14', 's8']","['h11', 'r13', 'r10', 's13', 'h10', 's12', 'h7', 'r8']",s,2
5106,"['r7', 'r14', 'h9', 's11', 'k8', 'r10', 'h8', 'h13']","['s10', 'k12', 'h7', 'r13', 's9', 'r9', 'k13', 'k14']","['h14', 's8', 'r11', 'h11', 'r8', 's7', 's12', 'k7']","['h12', 'k9', 'r12', 'h10', 's14', 'k10', 'k11', 's13']",h,2
5107,"['k14', 'k11', 'r11', 'h12', 's10', 'r7', 's9', 'r10']","['r8', 'k7', 'r13', 'h7', 'k9', 'h13', 's11', 'h11']","['s7', 's12', 'k8', 's8', 'r12', 'r9', 's13', 'h10']","['h9', 'h14', 'k10', 'h8', 's14', 'r14', 'k12', 'k13']",k,4
5108,"['k10', 's9', 'r13', 'k8', 's7', 'k14', 'k9', 'h12']","['r7', 's13', 'k11', 'h13', 's10', 'k13', 's14', 's12']","['r14', 's8', 'r10', 'k7', 'r12', 'h7', 'h9', 'h10']","['h11', 'r8', 's11', 'k12', 'h14', 'h8', 'r9', 'r11']",s,1
5109,"['h8', 'k9', 'r9', 'k12', 'k10', 'h10', 'r14', 'r12']","['k8', 'h11', 's8', 's9', 'k11', 'r7', 's12', 'r10']","['k13', 'k7', 's10', 'h7', 'h14', 'h12', 'h9', 's13']","['r13', 'r8', 'k14', 'r11', 'h13', 's14', 's7', 's11']",h,2
5110,"['r12', 's7', 'h11', 's9', 'k10', 'k11', 'r10', 'h13']","['r11', 'h9', 'k8', 'h14', 's14', 'h7', 's11', 'r13']","['s8', 's13', 'k7', 'k12', 'r9', 'k13', 'h10', 'k9']","['h12', 'r8', 's10', 's12', 'k14', 'r7', 'h8', 'r14']",h,1
5111,"['s9', 'k7', 'k11', 'h9', 'k14', 'r13', 'h8', 's8']","['s10', 'r14', 'k10', 'h13', 'r7', 'k13', 's7', 's13']","['h14', 's11', 'k9', 'k12', 's14', 's12', 'k8', 'r9']","['h11', 'r11', 'r8', 'h7', 'r12', 'h12', 'r10', 'h10']",s,2
5112,"['s13', 'h11', 's10', 's14', 'h12', 'r8', 'r10', 'h13']","['k8', 's7', 'h14', 'r11', 'r13', 's8', 'k9', 'k12']","['k7', 's11', 'k13', 's12', 's9', 'r9', 'h8', 'h7']","['k10', 'k11', 'h10', 'k14', 'h9', 'r7', 'r14', 'r12']",s,0
5113,"['r11', 'r10', 'h8', 'h7', 's10', 'k7', 'r14', 'r7']","['s14', 'k11', 'r8', 's13', 's7', 'h13', 's11', 'h14']","['s9', 'r12', 'k9', 'h9', 's8', 'k13', 'k12', 'h11']","['r9', 'h12', 'r13', 'h10', 's12', 'k8', 'k14', 'k10']",s,1
5114,"['k10', 'r12', 'r13', 'k11', 'r9', 'r10', 'k9', 'h14']","['r8', 'h10', 's8', 's11', 'h13', 's12', 's10', 'k7']","['k14', 'k8', 'h9', 'r11', 's7', 'h8', 's14', 's13']","['k12', 'h11', 'k13', 'h12', 'h7', 'r7', 'r14', 's9']",k,0
5115,"['s11', 'h13', 's13', 'h14', 's14', 'k12', 'h9', 'k11']","['r13', 'r12', 'k13', 'r11', 'k9', 'r9', 'k7', 'h7']","['s10', 's9', 'k8', 'k14', 's12', 'r10', 'h8', 's7']","['k10', 'h12', 'r7', 's8', 'r8', 'h11', 'h10', 'r14']",r,1
5116,"['r10', 'h13', 'r11', 'r9', 's7', 'k12', 'k10', 'k11']","['r12', 'h12', 'h9', 'k7', 'k13', 'h8', 'k8', 's13']","['s14', 'k9', 'h10', 's12', 'r13', 'h7', 's11', 'r7']","['k14', 'h11', 'r14', 's10', 'h14', 's8', 'r8', 's9']",h,3
5117,"['h9', 's9', 's7', 'h8', 'r10', 'k11', 's11', 'k9']","['r11', 'k10', 'h14', 'k7', 'r13', 's10', 'k14', 'r9']","['s8', 'h10', 'r14', 's13', 'h12', 'r12', 'r7', 'k8']","['s12', 'h13', 'k13', 'h11', 'r8', 'k12', 's14', 'h7']",s,4
5118,"['k14', 'r12', 's14', 'k10', 'h8', 'r11', 'k11', 's9']","['h9', 'k7', 's7', 'r9', 'h14', 'h12', 'r13', 'h10']","['k9', 'r10', 'k8', 's11', 's10', 'r14', 'h7', 'k13']","['h11', 's13', 'r7', 'h13', 'k12', 's8', 's12', 'r8']",k,0
5119,"['r11', 'h14', 'h8', 'r12', 's13', 'h12', 's12', 'k9']","['r14', 'r13', 's10', 'r8', 'k13', 'h9', 'h13', 'k8']","['s11', 'r7', 'h7', 'h10', 'k11', 'k14', 'r10', 's9']","['s8', 'k7', 'k10', 'r9', 's14', 'k12', 'h11', 's7']",s,2
5120,"['r13', 'k11', 'r10', 'h10', 'h7', 'r9', 's12', 's9']","['s10', 'h12', 'k10', 'k9', 'k12', 'h11', 'k8', 'r11']","['r12', 'h14', 's11', 'r8', 's8', 'h13', 'k14', 'r14']","['s7', 'r7', 's13', 's14', 'h8', 'k13', 'k7', 'h9']",k,1
5121,"['k12', 'k8', 's10', 'r8', 'h12', 'r7', 'h10', 'h9']","['r10', 'r9', 'h8', 's11', 'h13', 'r14', 'r11', 'k10']","['r12', 's14', 's13', 'k14', 'k7', 's9', 'k9', 'k11']","['s8', 'k13', 'r13', 's12', 'h11', 's7', 'h14', 'h7']",r,1
5122,"['k10', 'k7', 'k11', 'r10', 'h13', 'r13', 'h14', 's9']","['r11', 's10', 'k14', 'h7', 'h8', 's12', 's11', 'r7']","['r8', 'h10', 's7', 'h12', 's14', 'h9', 's13', 'k12']","['r12', 'k13', 's8', 'r9', 'r14', 'k9', 'h11', 'k8']",s,1
5123,"['h7', 'h8', 'k10', 'h12', 's12', 'h9', 'k8', 'h14']","['h10', 'r12', 'r10', 's7', 'k7', 'k14', 's10', 'h11']","['k9', 's8', 'k12', 'r7', 'h13', 'r9', 's13', 'k13']","['r8', 's11', 'r11', 's14', 's9', 'k11', 'r14', 'r13']",s,3
5124,"['s11', 'h13', 'r14', 'h8', 's7', 's13', 'r11', 'k8']","['r8', 's14', 'h9', 'h7', 's8', 'r12', 'k13', 'k7']","['k11', 's12', 'r9', 's10', 'r13', 'k12', 'k10', 'k9']","['h12', 'r10', 'h10', 's9', 'k14', 'h14', 'h11', 'r7']",h,3
5125,"['h14', 'h8', 'k12', 's14', 's9', 'k10', 's10', 's11']","['k8', 's8', 's12', 'h12', 'r9', 'k9', 'h7', 'r7']","['h11', 'r12', 's13', 'r8', 'r13', 'k11', 'h10', 's7']","['r10', 'r11', 'h9', 'k7', 'k14', 'k13', 'r14', 'h13']",s,4
5126,"['r7', 'h13', 'k11', 'k14', 's14', 'h14', 's12', 'r10']","['k8', 'k10', 'h10', 'h12', 'k7', 's7', 'r9', 'r11']","['k13', 'r12', 'r14', 'h9', 'k12', 's8', 's10', 'h11']","['s11', 'r13', 'r8', 'h8', 's9', 'h7', 'k9', 's13']",k,0
5127,"['r10', 'r11', 's13', 'h7', 's8', 'r14', 'k12', 'k14']","['h9', 'k8', 'r13', 'k9', 'r7', 'r12', 's12', 'h10']","['r8', 'r9', 's9', 'h12', 'h13', 'h11', 'k11', 'h8']","['k10', 's14', 's10', 'k7', 's7', 'h14', 'k13', 's11']",r,4
5128,"['s14', 's8', 'h13', 'r12', 's11', 'r9', 'k13', 'k10']","['h12', 'h8', 's9', 'r7', 'k7', 'k11', 'r10', 'h11']","['k12', 's10', 's12', 'h14', 'r13', 's13', 'h10', 'k9']","['k14', 'r8', 'h7', 'r14', 'r11', 's7', 'k8', 'h9']",r,3
5129,"['k12', 'r13', 's9', 'k8', 'h14', 'r12', 's11', 'k9']","['s13', 'r11', 's14', 'h8', 'h12', 's7', 'k11', 's8']","['k14', 'h13', 'k10', 'r8', 'r10', 'r7', 'k7', 'r14']","['r9', 's12', 'h10', 'k13', 'h11', 's10', 'h7', 'h9']",h,3
5130,"['k11', 'k14', 'r9', 'r8', 'h7', 'r13', 's11', 'r11']","['s7', 's10', 'h14', 'r10', 'h9', 'h12', 'k10', 'k13']","['s14', 'k9', 'r14', 'h8', 'r7', 's12', 's9', 'h11']","['s13', 'r12', 'h10', 'k7', 'k8', 's8', 'k12', 'h13']",r,0
5131,"['s9', 's13', 's14', 'k10', 's8', 'k7', 'r7', 's12']","['s7', 'k14', 'r10', 'r9', 'h9', 'h14', 'h10', 'k11']","['k13', 'h12', 'k8', 'r13', 'h8', 'k9', 'k12', 'h11']","['r12', 's10', 'r14', 'r8', 'h7', 'h13', 'r11', 's11']",h,1
5132,"['s8', 'h10', 'h12', 'k12', 's9', 's13', 'r12', 'r10']","['r14', 's7', 'r7', 'r11', 's14', 'k7', 'k9', 'h14']","['h8', 'k8', 's11', 's10', 'r13', 'h7', 'k14', 'h11']","['k10', 's12', 'k11', 'r8', 'k13', 'h9', 'r9', 'h13']",s,2
5133,"['k8', 'h8', 'k14', 'r7', 'r10', 'r14', 'k9', 'h10']","['k12', 's7', 's12', 'k11', 'h12', 'h9', 'k7', 'h14']","['s10', 'r9', 'r12', 'r13', 'r8', 'h11', 'k10', 's9']","['h7', 's8', 'r11', 's11', 'h13', 's14', 'k13', 's13']",h,1
5134,"['k9', 'k13', 'r13', 's10', 'r8', 'h14', 's9', 'k11']","['s12', 'h9', 'h7', 's14', 'r10', 'k12', 'k8', 'r12']","['s13', 'h8', 'r14', 'h12', 's7', 's11', 'h13', 's8']","['k14', 'h10', 'r7', 'r11', 'k10', 'r9', 'h11', 'k7']",k,0
5135,"['k8', 'h12', 'r11', 'r14', 'h13', 's10', 'r7', 'h7']","['r9', 's9', 's14', 'k9', 'k14', 'h9', 'k10', 'k12']","['k7', 'r8', 'h14', 'r10', 'r13', 'h11', 'k13', 's11']","['h8', 's8', 'r12', 's13', 's12', 'k11', 's7', 'h10']",r,4
5136,"['h14', 's11', 'r8', 'h11', 'r7', 's14', 'h7', 'r13']","['k14', 'h10', 'h12', 'k9', 'r10', 'r9', 'k10', 'k7']","['s10', 'r12', 's9', 'k11', 's13', 'h13', 'r11', 'r14']","['k8', 's7', 'k12', 'k13', 'h9', 's12', 'h8', 's8']",s,0
5137,"['r10', 'h14', 's7', 'h10', 'r9', 'h12', 's12', 's11']","['s9', 'r7', 'h8', 'k8', 'r12', 'k12', 'h13', 'k9']","['r8', 'k13', 'r11', 'h11', 'k7', 'k11', 'r13', 's10']","['h9', 'r14', 'h7', 'k14', 's8', 's13', 'k10', 's14']",r,1
5138,"['k12', 'k8', 'h10', 'k11', 's9', 'r8', 'r7', 'k13']","['r13', 'k14', 'h8', 'r10', 's13', 'h9', 'k7', 'r11']","['h11', 'r12', 's10', 's7', 'h13', 's14', 's11', 'k10']","['h7', 'r9', 'h14', 'k9', 's12', 'r14', 's8', 'h12']",s,2
5139,"['r9', 'k12', 'k14', 'h14', 'k8', 'r12', 'h12', 'r14']","['h8', 's14', 'h7', 's12', 'k13', 'h10', 'r13', 'k9']","['k11', 'r7', 's13', 'r8', 'r10', 's9', 'r11', 'k7']","['s11', 's10', 'h13', 'k10', 'h9', 'h11', 's7', 's8']",r,2
5140,"['h11', 'r7', 'h9', 'k11', 'k9', 'k10', 'k13', 's13']","['h10', 's9', 'k7', 'h14', 'k14', 'r10', 's7', 'h8']","['s11', 's14', 'h7', 'r9', 'r8', 'r11', 'r13', 'r14']","['k8', 'r12', 'k12', 'h13', 's10', 's8', 'h12', 's12']",s,2
5141,"['s7', 'k8', 'r11', 's13', 'r12', 'k13', 's12', 'h9']","['s10', 'h11', 'k14', 'k7', 'k9', 'h14', 'h13', 's11']","['s9', 'h8', 'k12', 's8', 'r10', 'r14', 'r7', 'r9']","['r8', 'h7', 'h10', 'r13', 'k10', 'h12', 's14', 'k11']",h,1
5142,"['h9', 'h10', 'h14', 'r11', 'h13', 's12', 's11', 'r9']","['h8', 's14', 's8', 'k7', 'h7', 'k8', 's7', 'r14']","['h12', 'r12', 's9', 'k14', 'r7', 's13', 'r13', 'k12']","['r10', 'r8', 'k11', 'k13', 's10', 'k9', 'h11', 'k10']",r,0
5143,"['h9', 'k9', 'r13', 'r10', 'r14', 'h11', 's13', 'k13']","['h10', 'k11', 'r12', 's11', 's8', 's10', 'r9', 'k10']","['k14', 'h12', 'h13', 'h14', 's12', 's14', 'k12', 's7']","['h7', 'r7', 'r8', 'r11', 'k8', 's9', 'k7', 'h8']",h,4
5144,"['h8', 'r7', 'k12', 'h10', 'k10', 'r8', 'r10', 'h12']","['s14', 's7', 'r12', 'k13', 'r9', 'h9', 'k8', 's10']","['k9', 's9', 's11', 'r14', 'r11', 'k11', 's12', 'h14']","['h13', 'k7', 's8', 'h11', 'r13', 's13', 'k14', 'h7']",k,2
5145,"['k12', 'k14', 'h13', 'h8', 's14', 'r14', 'h9', 'k7']","['k11', 'r12', 'r11', 'r9', 'h7', 's13', 'k9', 'r10']","['h14', 's11', 's9', 's12', 'h12', 'k10', 'h11', 'r7']","['r8', 's7', 'r13', 'k8', 'k13', 's10', 'h10', 's8']",r,1
5146,"['r8', 'h11', 's12', 's9', 'r11', 'k13', 'h8', 'h7']","['k12', 'r9', 'r10', 'h13', 's7', 'k11', 'k8', 'r13']","['s14', 'h12', 's8', 's11', 'h14', 'h10', 'k14', 'k7']","['s10', 'k10', 'r12', 'r14', 'h9', 's13', 'r7', 'k9']",r,1
5147,"['s13', 'h10', 'r10', 's12', 'k8', 'h12', 'r13', 'h9']","['k13', 'r14', 'r11', 'h11', 'k11', 'r12', 'k12', 'k10']","['r9', 's9', 's11', 'h8', 'h14', 'h13', 's14', 'h7']","['k9', 'r8', 's10', 'r7', 's7', 's8', 'k7', 'k14']",s,2
5148,"['r12', 's10', 'h13', 'k13', 'r11', 'k12', 'h9', 'h14']","['h8', 's14', 's8', 'k11', 'h11', 'k14', 'r8', 'r9']","['h10', 'r10', 's9', 's13', 'r14', 's7', 's12', 'r13']","['s11', 'k7', 'r7', 'k9', 'k10', 'h12', 'k8', 'h7']",r,2
5149,"['k11', 'r10', 'k8', 'k14', 's7', 's11', 'r13', 'h12']","['s10', 's14', 'k10', 'r11', 'r7', 'r14', 'k9', 's9']","['k7', 'r12', 'h11', 'h9', 's8', 's12', 'h8', 's13']","['h14', 'r8', 'k12', 'h10', 'k13', 'h7', 'r9', 'h13']",s,1
5150,"['k12', 'k10', 's10', 'k7', 'h14', 'h11', 's7', 'k13']","['h9', 'h12', 'k14', 'r11', 's9', 'r7', 'r10', 'r13']","['s11', 'r8', 'r14', 's13', 'k11', 'h8', 's8', 'k8']","['h13', 'h7', 's14', 'k9', 'r12', 's12', 'r9', 'h10']",r,1
5151,"['r7', 'k13', 'r12', 'h8', 'r9', 'h12', 'k12', 's7']","['s14', 's10', 's13', 'k9', 'h13', 's11', 'h11', 'k8']","['h10', 's8', 'r13', 's9', 'r8', 'r14', 'k11', 'k10']","['k7', 'r10', 'h9', 'k14', 'h14', 's12', 'r11', 'h7']",r,3
5152,"['h14', 'h8', 'h11', 'r8', 'k9', 'k7', 'k11', 's9']","['h7', 'h10', 's13', 's7', 's11', 'k14', 'h9', 'k8']","['r13', 'r11', 'h13', 'k10', 's12', 'h12', 'r9', 'k12']","['s10', 'r14', 'r12', 'r7', 'r10', 'k13', 's8', 's14']",h,0
5153,"['s12', 's11', 's13', 'h9', 'k12', 'r9', 'h13', 'h11']","['k14', 'r14', 'k7', 'h12', 'r8', 'r7', 'r12', 'k10']","['k13', 's10', 'h7', 'r10', 'k9', 's8', 'k11', 'r11']","['s9', 'k8', 'h10', 's7', 'r13', 's14', 'h8', 'h14']",r,2
5154,"['s11', 's12', 'k14', 'r14', 'r9', 'r8', 'r7', 'k13']","['k10', 'h12', 'h11', 's14', 'h8', 'r11', 'r10', 'h13']","['s9', 'k12', 's13', 'k11', 'h7', 'k9', 'r12', 'r13']","['k8', 's7', 'h14', 'k7', 's10', 's8', 'h9', 'h10']",k,2
5155,"['r13', 'h13', 'r8', 'h11', 's9', 'h9', 'k8', 'k12']","['s13', 'r12', 'k14', 'h10', 'k13', 'k7', 'r11', 'r14']","['k10', 's8', 'r9', 's11', 's12', 'r7', 'h12', 'k11']","['k9', 'h7', 'r10', 's14', 'h8', 'h14', 's10', 's7']",h,4
5156,"['h7', 's13', 'k7', 'k11', 'k12', 'h8', 's12', 'r9']","['s9', 'k8', 'h9', 'h11', 's14', 'k14', 'k10', 'r10']","['r13', 'r12', 'k9', 'k13', 's7', 'r14', 'r11', 'r8']","['s11', 's8', 's10', 'h12', 'r7', 'h10', 'h13', 'h14']",s,1
5157,"['h10', 's9', 'k8', 'r9', 's8', 'r13', 's12', 'k13']","['h12', 'r8', 'k7', 'r14', 'k12', 'r10', 's11', 'k11']","['k9', 'h7', 's10', 'r12', 'h11', 's7', 'k10', 'r11']","['s13', 'k14', 'h13', 'h14', 'r7', 'h8', 'h9', 's14']",h,3
5158,"['r9', 'k11', 'k8', 'h8', 'r10', 'h14', 'r8', 's10']","['r13', 'h9', 'r11', 'k12', 's14', 's11', 'r12', 'h7']","['s12', 's8', 'h13', 'r14', 'k13', 'k7', 'k9', 'h10']","['k14', 's9', 's13', 'h12', 'k10', 'r7', 's7', 'h11']",r,1
5159,"['r8', 's8', 'k9', 'r13', 'r10', 'k12', 'h9', 'r12']","['k13', 's9', 's14', 'h14', 'r14', 'k7', 'k14', 'k11']","['s10', 'h11', 's12', 'h13', 'h10', 'h12', 'r9', 'k10']","['s11', 'k8', 'h8', 's7', 'r7', 's13', 'r11', 'h7']",s,1
5160,"['k12', 's11', 'k13', 'h8', 's9', 'r7', 's14', 'r8']","['h11', 'k9', 's8', 'h14', 'h7', 's10', 's7', 'k7']","['r14', 'h12', 'r11', 'k14', 'k8', 'r12', 'h10', 'r13']","['k11', 'r10', 'h9', 's13', 'k10', 'h13', 'r9', 's12']",r,2
5161,"['s10', 'r10', 's9', 'r12', 'h9', 's13', 'r13', 's14']","['r7', 'k10', 'r14', 'k7', 'k11', 'k12', 'k9', 'h7']","['r11', 'k14', 's7', 'h11', 'h14', 'h8', 'r8', 'r9']","['s8', 's12', 's11', 'k13', 'h13', 'k8', 'h12', 'h10']",r,2
5162,"['h14', 'r7', 'h8', 'r12', 'k7', 'r10', 'k10', 'k11']","['h7', 'k12', 's13', 'r9', 'h12', 's9', 's8', 's14']","['h11', 'r8', 'r11', 'k9', 'h10', 'k13', 's7', 's10']","['r13', 's11', 'h13', 's12', 'r14', 'k8', 'k14', 'h9']",k,0
5163,"['h13', 'h9', 'k12', 's7', 'h12', 'r13', 'h11', 'r8']","['h8', 'k10', 'r7', 's10', 'r10', 'k11', 's12', 's14']","['s11', 'r14', 'k7', 's13', 'r9', 'k14', 'h14', 's8']","['h10', 'r11', 'k13', 'r12', 's9', 'k8', 'h7', 'k9']",k,1
5164,"['k12', 'h13', 'h10', 'r13', 'k13', 'k9', 's11', 'h8']","['k11', 's8', 'r12', 'r10', 's9', 's7', 'k14', 's14']","['s10', 's13', 'r9', 'k7', 'k10', 'h7', 'r7', 'r8']","['h9', 'h14', 'k8', 'h11', 's12', 'h12', 'r14', 'r11']",h,3
5165,"['s8', 'h10', 'h13', 'h8', 's14', 'k9', 'r14', 'k8']","['s10', 'k11', 'h12', 'r8', 'k10', 'r9', 'r11', 's7']","['s12', 'r13', 's9', 's11', 'h9', 's13', 'k12', 'k14']","['k7', 'h14', 'h7', 'r12', 'h11', 'r7', 'r10', 'k13']",r,1
5166,"['s11', 'r10', 's13', 'r8', 'r13', 'h14', 's7', 'k9']","['k14', 's14', 'k12', 'h13', 'h8', 'k8', 'r12', 'r9']","['k7', 's10', 's12', 'r7', 'h7', 'h9', 'h10', 'h12']","['s8', 'h11', 'r11', 'k10', 's9', 'k13', 'r14', 'k11']",r,3
5167,"['r10', 'k12', 'r11', 'h14', 's13', 'h11', 'h8', 'k13']","['h9', 'r13', 's14', 'k8', 'k9', 'k11', 'r14', 's8']","['r9', 'k7', 'h12', 'r7', 'h10', 's9', 'k10', 's7']","['s11', 'r12', 's10', 'h7', 'h13', 'r8', 'k14', 's12']",r,4
5168,"['s14', 'k12', 'r9', 'k8', 'h11', 'r11', 'r13', 'k11']","['k9', 's7', 'h13', 's10', 'h8', 's12', 'h14', 'h10']","['s8', 'h12', 'r7', 'r8', 'k13', 'r10', 's13', 'h9']","['k14', 'h7', 's9', 'k7', 'r14', 's11', 'k10', 'r12']",s,3
5169,"['s14', 'r9', 'h8', 'h10', 'k12', 'r14', 'r10', 'k13']","['s8', 'h7', 's7', 's11', 's12', 'k14', 'k8', 'r7']","['k7', 's13', 's10', 'h13', 'h9', 'h14', 'r12', 'r8']","['h12', 's9', 'k11', 'k9', 'k10', 'r11', 'h11', 'r13']",r,4
5170,"['r13', 'h7', 'h14', 's10', 'h13', 'r14', 'r9', 'k11']","['k13', 'r7', 'k7', 'h12', 'k8', 'r11', 's11', 's7']","['k9', 'r8', 'h11', 'h10', 's9', 'k10', 's13', 'h8']","['r12', 's8', 'k12', 's12', 's14', 'k14', 'h9', 'r10']",h,2
5171,"['k7', 'r9', 'r12', 'r8', 'k9', 'h11', 'r14', 'h7']","['s10', 'k14', 's14', 'r7', 'h10', 'k12', 'h9', 'h8']","['k10', 's12', 's7', 'h14', 'k8', 'r11', 'r10', 's9']","['h12', 'r13', 's11', 'h13', 'k11', 's13', 'k13', 's8']",r,2
5172,"['k14', 'k11', 'r12', 'h7', 's14', 's10', 'r7', 'r11']","['r14', 'h8', 'r8', 'h12', 'h11', 's13', 'r10', 'h10']","['h14', 'h13', 'k13', 'k8', 's12', 'k7', 's7', 'k10']","['h9', 's11', 's8', 'r9', 'r13', 'k9', 's9', 'k12']",k,0
5173,"['h9', 's7', 'r10', 's11', 's8', 'r9', 'h11', 'k14']","['r7', 'k7', 'h7', 'h14', 'k8', 'r12', 'r11', 'h8']","['r14', 'k13', 'r8', 'k12', 's12', 'k10', 'h12', 's13']","['r13', 's9', 'k11', 's14', 'h10', 'h13', 's10', 'k9']",s,3
5174,"['h10', 's8', 'k8', 'r7', 'k13', 'k11', 'h11', 'r14']","['h8', 'k7', 'k14', 's7', 'r13', 'k12', 'r11', 'r8']","['h9', 'h12', 's14', 'k10', 'h13', 's11', 's10', 'h7']","['k9', 'r10', 's12', 's13', 's9', 'r12', 'h14', 'r9']",h,0
5175,"['k12', 'k8', 'k14', 's13', 'r10', 'k9', 'h8', 's11']","['k10', 's10', 'k13', 's7', 'r12', 'k11', 'h13', 'r11']","['h10', 'r7', 'r8', 'r14', 'r13', 's14', 'h14', 'h7']","['r9', 's9', 'h11', 's8', 'h9', 'h12', 'k7', 's12']",k,1
5176,"['r8', 'h10', 's7', 'k7', 's11', 's14', 'h13', 'h12']","['r10', 'r9', 'k13', 'r11', 's10', 'r14', 'r12', 'k11']","['s12', 'h11', 'k9', 'k12', 'r7', 'k8', 's9', 'r13']","['s8', 'h8', 'k10', 'h14', 'h9', 's13', 'k14', 'h7']",h,3
5177,"['r11', 's9', 's13', 'k7', 'k8', 's8', 'h7', 's7']","['s12', 'r9', 'k9', 'h9', 'r10', 'h8', 'k12', 'r7']","['h14', 'r13', 'r8', 'r14', 'h13', 'k11', 'h12', 's14']","['h10', 'h11', 'r12', 'k14', 'k10', 's11', 'k13', 's10']",h,3
5178,"['r8', 's11', 'k9', 'h11', 'r7', 'r14', 'k11', 'r12']","['k14', 'h13', 's13', 'r9', 'k13', 's14', 'k7', 'r13']","['k8', 'r10', 'h7', 's10', 'h9', 's12', 'k10', 'h10']","['h8', 'k12', 's7', 's9', 'r11', 's8', 'h12', 'h14']",k,0
